A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
0.006827377,-0.034133006,0.016025528,-0.006565467,-0.001756354,0.006881565,-0.003118573,0.002070299,-0.001346491,0.034736294
0.002471171,-0.013986242,-0.00933756,0.003803487,-0.000811486,0.006781632,0.023563369,0.005910666,0.01083618,-0.071082547
0.000205656,0.01745245,-0.003081198,-0.001954162,0.002823082,-0.001887586,0.013746407,-0.007917167,-0.007805289,-0.002538072
0.001027644,0.030666798,0.010931348,0.002930369,-0.012649099,-0.004989337,-0.049086381,0.002598378,-0.006513373,-0.046488591
-0.004116926,-0.006734032,-0.003094868,0.017614574,0.009227802,0.002862702,-0.001319527,0.007183922,-0.006534152,0.003967385
0.004322328,-0.003384098,-0.012093471,-0.004161602,0.002779506,0.01294732,0.032356103,0.001705012,-0.003409352,0.008204947
-0.00308547,0.026757449,-0.01098352,-0.000266539,-0.005212355,0.000268112,-0.004736921,0.001175857,0.003090482,0.012773283
-0.007029179,0.009852296,-0.01059713,0.010002449,-0.005820074,-0.004036415,-0.005553744,0.004841107,0.008269066,0.003388685
-0.0006226,0.035316672,0.011853545,-0.015040838,0.003818318,0.01370657,0.042766895,-0.001765034,0.014980555,-0.020605432
0.006827377,-0.009508788,0.011008016,0.011221338,-0.001656269,0.002123159,0.034977986,0.020529987,0.006104507,-0.012447151
-0.005789925,-0.025807884,0.003928079,0.001115589,-0.009886021,0.006411829,-0.014198202,-0.001971961,0.005774696,0.027298633
0.001036377,-0.013158085,0,0.007192479,0.008062956,-0.000174449,0,-0.000933135,0.011803978,0
-0.008321246,0.02291426,-0.027434922,0.001211972,0.003394282,-0.006282601,-0.007252027,0.011163976,0.011049195,0.011768836
0,0.009661911,-0.002349993,-0.009678412,0.011161833,0.010295039,0.044794852,0.015317591,-0.017390424,0.008459127
-0.008180434,-0.00643089,-0.02066136,-0.000159915,-0.001375104,0.00954075,0.043311581,-0.004774081,-0.013153978,0.020059807
-0.009522874,0.044171218,-0.007998113,0.009786084,0.002107353,0.003804892,0.013002748,-0.001458474,-0.018713617,0.066711568
-0.002554824,0,-0.005604523,0.001893578,0.000214232,-0.00191966,0.006018407,0.000465039,0,-0.048509908
0.008067984,0.003081667,0.022906511,-0.0074364,0.006303999,-0.026592845,-0.081345364,-0.002583944,0.012781433,-0.080519693
-0.003389116,0.006134989,0.021792226,0.001269719,0.009137658,-0.010608477,-0.027401171,0.029046623,-0.006856626,-0.044552236
0.002754531,0,-0.046140348,0.001743369,-0.000961203,0.048884042,0.172029736,-0.01744969,0,-0.020728829
0.023008754,0,0.037899105,-0.009118573,0.002580832,-0.028432328,-0.095328116,-0.016586348,0,-0.057003763
0,0,0,0,0,0,0,0,0,0
0.011922032,0.00609758,0.002461949,-0.014106416,-0.005851703,-0.010503016,-0.051160476,0.010410552,-0.011630466,-0.006213009
-0.005121388,-0.034006368,-0.003127324,0.005226871,0.006112488,0.003980269,0.001790925,0.00824026,-0.002472749,0.009236369
-0.002055922,0.007830894,-0.010251657,-0.00182996,0.005226132,0.01038544,0.022863143,0.010079561,-0.001883575,0.003816612
-0.00185395,0.001558847,-0.008321548,-0.005830083,0.007778365,0.007035082,-0.013080507,0,0.005457528,0.019704583
0,-0.022048137,0,0,0,0,0,-0.001339602,0.036886796,0
0.0051414,-0.022545238,0.005290912,-0.010231639,0.004001076,0.024109691,0.090779074,0.006021499,0.000288265,0.004811557
-0.006998793,0.025724891,0.000416514,-0.007963104,-0.003202141,0.007969801,0.006547701,-0.011439891,-0.035941133,-0.001405764
0.008433661,0.043485112,0.029137666,-0.017520667,0.001732231,-0.031796138,-0.082177257,-0.028760394,-0.01554148,0.015777026
-0.007607727,0.021053409,-0.003492223,0.005260619,0.003521103,-0.013042638,-0.058065318,0.016609764,-0.024569777,0.034112478
0.00473593,-0.024097552,0.001197605,0.00189631,-0.003252209,0.00803833,-0.002556607,-0.003298727,-0.004710682,-0.018600327
0.008590767,0.009104767,0.007059826,-0.011262178,0.002270679,-0.02169639,-0.034562091,-0.015704183,-0.025436013,-0.013675603
0.004267865,0.02092752,0.008170791,-0.013443568,-0.001782136,-0.014106591,-0.040694981,-0.022732283,-0.016048394,-0.015403628
0.009285493,-0.030032287,0.017359289,0.00182573,0.007283186,-0.008201689,-0.040749817,-0.018095687,0.003568965,-0.048004505
-0.004026581,0.003044142,0.001922772,0.000854125,0.006521897,-0.006549488,-0.037597898,-0.002961517,0.00656749,0.032438436
-0.000403551,-0.034006368,-0.011894405,0.011496088,-0.00486247,0.008082189,0.026421454,0.016823634,0.02148627,-0.016107203
-0.003639309,-0.015848192,0.001979695,0.001912617,0.005855878,0.01883106,0.062521025,0.013263657,-0.001621519,-0.024065075
-0.002636651,0.037621992,0.002708652,-0.005862553,0.002396265,-0.005870169,-0.008708583,-0.012050103,-0.011415966,-0.021267387
0.00202881,-0.015504187,0.019495028,0.000452697,-0.002757619,-0.018395014,-0.039018131,0.006263637,0.013136833,-0.028636318
0.003237558,0.024692613,0.021180436,0.00495915,-0.003516372,0.038183287,0.110508143,0.031488698,-0.017516935,-0.044939456
0.005841491,-0.006116227,-0.004881586,-0.018611759,-0.000493906,0.007423883,0.001825969,-0.015035644,0.00801614,0.024962978
-0.000200864,-0.009245058,-0.007148279,-0.002811311,0.003468492,0.000167293,0.017088077,0.009610437,0.012672874,-0.047881717
0.016338279,0.03348867,0.009447401,-0.012076069,-0.001263026,-0.020317686,-0.037815093,-0.027173025,0.009663217,0.011051715
0.003157067,0.020741484,0.010880522,-0.005948162,0.007148065,0.00436889,-0.006879484,-0.000536965,-0.010370206,-0.002134837
0.00510907,-0.011799547,0.00634753,-0.007102157,-0.004124166,-0.0095939,-0.055003911,-0.008962019,-0.004187995,-0.002470715
0.002740264,-0.005952399,0.001864496,-0.010776518,-0.005591141,0.0053517,-0.021706711,-0.000206215,0.027901219,-0.019382085
0.001367321,0.020680205,-0.000727628,0.002734488,0.007673249,0.014571619,0.058885686,0.013905266,0.000981247,0.007455532
-0.000195217,0,0,0.001365134,0.001769677,7.56E-06,0,0.013998405,0,0
0.012224854,-0.005865119,0.005576766,0.002782379,-0.001314455,-0.018729244,-0.043374267,-0.022206675,-0.007464393,0.002525679
-0.003671147,0.017493157,0.0014819,0.003894517,0.00545457,0.00352422,-0.002107928,0.003552669,-0.008513495,0.013066536
0.004442306,0.017192401,0.005940786,0.00440842,0.007592832,-0.018522328,-0.049751322,-0.015383768,-0.000870135,0.015318716
-0.001349918,0.002836881,-0.007034357,0.001933121,-0.001651983,-0.003357643,0.003307165,-0.015434411,-0.002933613,-0.018047929
0.002120483,0.008462674,0.008505306,0.00595222,0.003905932,-0.012671596,-0.050508414,-0.015222849,-0.014436293,0.023177706
0.000769971,0,0.009214087,-0.001571468,0.004938403,0.004955379,0.012164566,0.003579504,0.009443646,-0.008765515
-0.003855798,-0.002812941,0.00036403,0.002385365,0.004727401,0.023174177,0.069079826,0.029672486,-0.000313729,0.013571326
0.007313351,0.016760169,0.004772123,0.003888035,-0.003108094,-0.010834629,-0.018733261,-0.019313658,-0.021846755,0.001402402
0.00287219,-0.002773927,0.004749458,-0.005283291,0.003806526,-0.02469297,-0.056107206,-0.021140634,-0.004759633,0.025405523
0.005719749,0.00554018,0.005819941,-0.003033043,0.000279096,-0.006513846,-0.000663816,-0.005344777,-0.02229859,-0.011628038
-0.0003803,0.002758622,0.001449708,0.005125223,0.00382214,-0.015902347,-0.06959483,-0.007013962,0.003858824,0.007587628
-0.004765999,-0.002758622,-0.003996043,0.000581141,-0.002239123,-0.000223459,-0.003318095,-0.006540065,-0.002025934,0.009543604
-0.000191113,0.002758622,-0.002930317,0.002782674,-0.000745261,0.003854675,-0.009509507,0.001007922,0.035334611,0.005351729
-0.000764818,0,-0.014642461,-0.00406074,-0.009176937,-0.001148862,0.004051049,0.001731841,0,-0.00426556
-0.005562496,0.008230499,0.00036564,-0.002910068,-0.000922298,0.004990307,0.025472202,0.003704272,-0.002329843,-0.014296876
0.005562496,-0.013755375,0.002937676,-0.011730094,-0.006570777,-0.005739158,-0.017527728,0.003976047,0.022630512,-0.00809145
0.001147008,0.005524876,-0.005133526,-0.003131213,0.002890069,0.021733144,0.063267457,0.016190982,0.005174442,-0.017121451
-0.002295334,0.008230499,-0.000733023,-0.002666484,0.003359128,0.013742779,-0.03010943,0.005102332,-0.008100087,-0.001044114
0.000191479,0.002728515,-0.006252483,-0.016451084,0.000598179,0.011035097,0.002557397,0.015693093,-0.018765774,0.008559004
0.006298332,0,-0.000351438,-0.000361909,0.005826343,-0.00033708,0.01897503,0.002246101,0.001209473,0.010581176
-0.009366407,0.013532006,-0.011080691,0.010205629,-0.002686184,-0.024054638,-0.076079065,-0.006953146,-0.020523144,-0.008122231
-0.000192068,-0.005390849,-0.005917388,-0.001434683,-0.002863482,0.001682243,-0.020292168,0.02880047,0.003321418,0.007767715
-0.002500242,-0.008141158,0.008154009,0.001911973,-0.004509491,-0.000823579,-0.010063165,0.002069851,-0.006652236,-0.002389699
0.00153935,-0.010959014,0.001452896,0.002444444,0.003634636,0.005865751,0.015645638,0.004386164,0.025836322,-0.025571931
0.001728941,-0.011080446,0.002299055,0.009483328,0.00716681,0.034153609,0.080639672,0.023799556,-0.004136976,-0.061409979
0.002109099,0.019310945,0.003280253,0.002652264,-0.003938135,-0.005831917,-0.010419171,-0.023488555,-0.030965612,0.028856456
-0.001917179,0.013568729,0.01211033,-0.001471991,-0.00129149,-0.018094959,-0.024066628,-0.001469194,-0.011156409,0.01445039
-0.002305477,-0.008119124,-0.002926627,0.01270472,0.005927053,0.000334694,-0.008674484,0.002021647,0.011802632,-0.03025609
-0.008305214,0.002713706,-0.001466532,0.003483974,-0.001670537,0.03282912,0.08706879,0.012794479,-0.014269881,-0.002787573
0.006572612,-0.01639381,0.009148049,0.013188652,0.00296971,-0.025840502,-0.031478542,-0.000873031,0.002386671,0.002130974
0.002693863,0.008230499,0.003629015,-0.006544444,-0.00445435,-0.016303544,-0.027911658,-0.027335732,-0.020047708,-0.006949866
0.001727945,-0.013755375,0.004011126,0.000922164,-0.008298803,-0.010763626,-0.04014868,0.002676508,-0.010465824,0.04397411
0.00478424,0,0,0.00074762,0.00128641,-0.004951949,0.002099282,-0.012977138,0,-0.025222018
0.005711038,-0.002773927,0.006148912,-0.000230431,-0.006689601,-0.019183302,-0.033368791,-0.016325168,-0.006544651,0.030258092
-0.001900058,0.011049836,0.006501597,0.003846011,0.001464422,0.001365568,-0.008444758,0.008933801,-0.003089774,0.043460391
-0.002475484,0.005479466,-0.00578469,0.004059479,0.006055077,0.005495019,0.029390806,-0.007837096,0.014783884,0.023511346
-0.002099438,0.002728515,-0.005063475,0.006028443,-0.000829898,-0.006825774,-0.030724848,-0.00514829,0.000602239,-0.024940301
-0.000191077,0.00272109,-0.003986671,0.000907042,0.006459048,-0.000194936,-0.032054738,0.014366928,0.009810577,-0.00463005
0.003243349,0.018843088,0.002184327,0.000510481,0.004311426,-0.015047956,-0.04237067,0.000550209,0.007668754,-0.002041089
0.008346027,0.00796817,0.000360729,-0.001871469,0.001535741,0.021991555,0.042009452,-5.89E-06,-0.00083091,-0.022701356
-0.008536522,0.005277057,-0.003268483,-0.001304867,-0.000930408,-0.000448528,-0.002988335,0.005452186,-0.018288953,-0.027354471
0.004751506,-0.015915455,0.007604208,-0.007814024,0.000744257,-0.008247786,-0.010967966,-0.00632443,-0.004027383,0.027614492
-0.007040273,-0.005361943,0,0.009630147,-0.001535456,-0.006711132,-0.02159772,0.012318413,0.010980537,-0.005187631
0.006091776,0.027573327,-0.001351826,-0.033210059,0.011589468,-0.000227761,-0.004574545,0.011703692,-0.030678455,-0.017862959
0.007562902,-0.024888762,0.011068653,-0.006350955,-0.003424347,-0.001579098,-0.019258513,-0.028017629,-0.008987725,-0.00675393
0.000376648,-0.010781776,-0.007922921,0.007171497,-0.002713204,-0.005880673,0.009023694,-0.009856446,0.020509888,-0.007627546
0.006942518,0.00809721,0.002165481,0.000936554,0.001728947,0.010597777,0.04655754,-0.003832337,0.003916694,0.021266624
-0.008449961,0.013351333,-0.005773649,0.010074113,-0.00308383,-0.014637827,-0.02501146,-0.019113086,-0.009426724,-0.030078719
-0.004157224,0,-0.007583545,-0.00191414,-0.000700582,-0.010221762,-0.016480562,-0.001458591,0,-0.019344866
-0.00246469,-0.013351333,-0.010882029,0.003650379,0.001028241,-0.002724411,-0.001157883,0.00741126,0.001404774,-0.023428543
0.003600193,-0.010810916,0.008358652,-0.004464072,0.002055503,0.001968385,0.020214979,-0.019005426,0.009325944,-0.014876893
-0.000567591,-0.00272109,-0.000363476,0.001277521,0.008027747,-0.004893573,-0.010814347,-0.01369481,-0.005636746,-0.000859073
0.000189233,0.008141158,-0.006896399,0.005324275,-0.000425226,-0.00351235,-0.028378885,-0.002129427,-0.022717629,-0.022538774
-0.007788053,0.044921687,0.002924182,0.005294706,0.009946792,-0.00534534,-0.036034181,-0.014701675,0.012260988,0.012518884
0.007030908,0.017926216,-0.004180026,0.008118655,-0.008154592,0.006851995,0.029713467,0.005608056,-0.00608008,0.010097957
-0.0141116,-0.007643349,-0.007093657,0.009125461,0.000757672,-0.009888956,-0.03819421,-0.009081977,-0.003190054,0.013360777
-0.001729938,-0.015464226,-0.000720936,0.01517618,0.001275276,-0.009042782,-0.027769635,-0.004156877,-0.01423902,0.009859347
-0.004821145,0.012903405,0,0.000277446,-0.000426674,0,0,0.009397438,-0.003085441,0
0.023499028,-0.036557596,0.007657502,-0.012185783,-0.008380858,0.002033932,0.0053101,0.01725236,-0.00723076,-0.027038261
0,0,0.011593125,0.004880928,0.00108002,0.010851454,0.027059983,0.004584666,-0.002393751,-0.007901505
0.002074885,0.007947062,0.003238646,0.00329612,0.003621773,-0.005672286,0.004239547,-0.012953964,-0.014104575,0.019321262
-0.008325497,-0.007947062,-0.007215138,0.003175128,-0.003667666,0.000821617,-0.000581823,-0.006237457,-0.002294098,0.003309435
-0.003998101,-0.005333346,-0.006866308,0.006318825,-0.002533377,0.001426179,0.005830979,0.004941108,0.015827295,-0.001971221
-0.004205703,-0.02710193,-0.002165259,-0.002378567,-0.001355718,-0.001233929,-0.004649271,0.01027148,0.014323926,0.001261134
-0.001150086,0.010929071,0.001100677,-0.009852975,4.57E-05,0.00155261,0.013420215,0.003365033,0.014146288,-0.014641091
0.005355789,-0.01920498,0.009038981,0.004744438,-0.013420748,0.005219545,0.01787276,-0.005000492,-0.001099984,-0.022669738
0.003808078,-0.008344972,0.00121057,0.006215019,-0.001014387,-0.000900718,7.05E-05,0.003352595,0.025516757,0.006479422
-0.012429647,-0.008415197,-0.001556717,0.005572055,0.000553174,0.005188565,0.005267768,-0.003302865,-0.014870634,0.004983335
0.00269024,-0.011331566,0.005764998,0.006362107,-0.000966831,-0.002911853,-0.006043406,-0.003235539,0.00736467,0.017757222
-0.000767902,0.005681833,0.004670418,-0.003176236,-0.000276358,0.010900939,0.028959205,-0.009625183,-0.011993848,0.003291281
0.002110313,-0.008534902,-0.006099937,0.001643931,-0.00431967,-0.003090129,-0.000368088,0.00528485,0.003536442,0.002751033
-0.012729198,-0.017291497,-0.005028132,-0.010070426,-0.003206729,-0.004791692,0.000808897,-0.001259138,0.008898069,-0.005181359
0.001163919,-0.00291121,0.003061359,0.000830564,0.009185695,0.013309233,0.02036946,0.000893153,0.002256487,-0.021151282
-0.002329194,0.008708328,-0.004153261,0.004466105,-0.001292849,0.007905665,0.013652523,0.000259054,0.00883995,-0.003061852
0.003491759,-0.008708328,0.025899004,-0.012399817,0.00420223,-0.008605224,-0.026853126,0.009455336,-0.003683199,0.114282977
0.005214884,-0.014684552,0.000726345,0.002336621,-0.005859384,-0.006719314,0.001807733,0.010458335,0.013466972,-0.021781445
-0.003666896,-0.002962965,0.006798626,0.009511978,-0.002847565,0.00234967,-0.006494758,0.004654923,-0.011476167,0.03445676
0.003666896,-0.02402518,-0.009622507,0.000275571,0.005426548,0.011141249,0.025041491,0.01119368,0.021178516,-0.064760858
-0.00096367,0.015083242,0.00859894,-0.004687975,0.003558025,0.007113757,-0.001344908,0.005609176,-0.009343879,0.00081367
-0.00193013,-0.002998503,0.003569547,0.010449929,-0.009671265,0.009587589,0.037441257,-0.017903715,-0.024469821,-0.005843698
-0.004453488,0.002998503,0.002155659,0.012720651,-0.002975645,0.00041713,-0.008788488,-0.002476711,0.006594493,-0.010545479
0.009656313,-0.006006024,0.008162632,0.001134442,-0.00145916,0.005068102,-0.02474006,-0.012326941,0.023388638,0.005701682
0.000960523,0.003007521,-0.000695629,0.000539118,-0.000458212,0.007675292,0.037268694,0.015374993,-0.007037968,0.005491413
-0.004618946,0.01194044,-0.005282668,0.012967321,0.0042984,-0.020722049,-0.057096583,-0.00749129,-0.021452027,0.014026162
-0.002704271,0.026355845,0.004089033,0.003242363,-0.001098702,-0.001929678,-0.036444471,-0.012576831,-0.019618419,0.009157347
0.010390703,0.008633147,0.00011611,-0.001062608,0.00022778,-0.015067472,-0.012262523,-0.004806814,-0.004291914,-0.021157001
0.006106889,-0.017341475,0.000248762,-0.008749749,0.003392324,0.00692812,0.019532988,-0.005778425,0.001598396,0.000405795
0.001330925,-0.00584797,-0.005470446,-0.000643598,-0.001651757,-0.010799975,-0.030688036,-0.00646394,-0.015850513,0.004556187
-0.000380084,0,0.002514468,-0.008615914,0.008331404,-0.010336947,-0.021941087,-0.007841063,-0.010183825,0.009504373
0.010023725,0,0.024965165,-0.000217222,0.000649455,0.009141869,0.038650428,0.009270877,0,-0.02840639
0.000188164,-0.011799547,-0.003135588,0.008618696,-0.000694654,-0.007917506,-0.029978132,-0.00630772,0.00226947,0.010618715
0.000752304,0.005917177,0.001057126,0.002732115,-0.002538164,-0.011151059,-0.0251595,0.005076821,-0.019968004,0.012205196
-0.000188023,0.00588237,-0.008406497,0.00256464,0.004388904,0.000337696,0.005116616,0.009926784,0.008360846,0.015261175
-0.011727012,0,-0.015978133,-0.00219065,-0.000139953,0.009408484,0.021126543,0.021840293,0.006202514,0.020406301
0.003797954,0.043048254,0.013384822,0.00979048,-0.004066549,0.001953988,0.014139071,0.01430059,-0.017757221,-0.001780039
-0.005892993,-0.005633818,-0.004727908,0.00696518,0.013933761,0.008097428,0.040967583,0.005637469,-0.009311192,-0.015295701
0.008543004,-0.002828856,-0.004385428,0.001837023,-0.001356276,0.003558265,-0.007362277,-0.003662927,-0.003895431,0.002505221
-0.006447965,-0.005681833,-0.00244099,-0.003680169,-0.007304223,-0.002220328,-0.018144655,0.001868906,0.009976372,0.01754431
0.009279491,-0.011461444,0.004776762,0.006824253,0.003947417,0.015145559,0.012519237,0.009522221,0.006682145,-0.017878702
-0.012519132,0.019972133,-0.009843778,0.000838182,0.004478251,0.007780746,0.038611432,-0.002968442,-0.00884726,0.000668896
0.005709951,-0.017094433,0.001068876,-0.006977194,0.006520928,-0.016577164,-0.041585799,0.004270451,-0.001959544,-0.043855195
-0.002280069,0.014265577,0,0.001787316,0.003393995,0.000149718,0,0.003020108,-0.0082378,0
-0.000951565,-0.005681833,0.006024415,0.007329947,0.000801994,0.01006876,0.010831743,0.004058431,0.011626448,-0.010986497
-0.009181396,-0.002853069,0.001442463,-0.006331907,0.008114798,0.008429489,0.026371652,0.004486581,-0.003717727,-0.001028766
0.011463633,-0.014388737,0.011563679,-0.006952838,-0.005275363,-0.008580722,-0.028301353,-0.024218497,0.006068422,0.008100425
-0.00552435,0.005780363,-0.002082122,-0.002751934,-9.48E-05,0.002939387,0.019293616,-0.000925379,0.005259003,0.005837915
-0.002869442,-0.011594333,0.0010498,-0.006648562,-0.000379022,-0.003276141,-0.01939703,0.003641169,0.020679912,-0.010848862
0.006682602,-0.014684552,0.013936146,-0.000640113,0.012104621,0.009548573,0.023107609,-0.001645995,-0.002231429,0.020520117
-0.003431189,0.017595762,-0.012658191,0.003198407,-0.001724553,-0.007395512,-0.031730128,-0.002654623,-0.008382982,-0.030153038
-0.007474879,-0.026511126,0.000523817,0.007107089,-0.009765138,-0.018347636,-0.042684034,-0.008785073,-0.006065395,0.00646435
-0.016878856,-0.018072781,-0.014489304,0.009727868,-0.00014113,0.001921971,0.009152589,-0.014992634,0.017734991,0.005631137
-0.000782932,-0.012232568,-0.003326296,0.005063682,-0.003217418,-0.006556028,3.30E-05,0.00543741,0.018878793,0.032331273
-0.001763842,0,-0.003855692,0.000573114,-0.005698594,0.014560995,0.037911252,-0.009838377,0.016593685,0.005684408
0.012475795,0.021309787,0.011655008,-0.008571932,-0.000235869,-0.009636173,0.00937751,-0.010903422,-0.001248737,-0.012234828
-0.00485485,0.006006024,-1.65E-05,0.006644183,-0.000844913,0.005465866,0.020061242,-0.002648233,-0.01913912,-0.028243419
-0.00116868,-0.009022618,0.010474571,0.001770831,-0.00182924,0.000748284,-0.023732523,0.010629774,-0.0155222,0.018982589
0.00544219,0.009022618,-0.005560719,-0.00710274,0.002298547,0.016107473,0.034413456,0.006511923,-0.003874259,-0.034882176
-0.003689683,-0.006006024,0.007668649,-0.003044505,-0.003421933,-0.007544086,-0.032938582,-0.005647122,0.007014873,-0.021781969
0.006206381,0.020865138,0.000717969,0.002624898,0.00666722,-0.003234408,0.014181558,0.001059679,-0.008411374,-0.00045833
-0.007179618,0.01173034,0.003484608,0.003821095,0.006092651,-0.006607525,-0.007711651,-0.004156582,-0.008235647,0.032128161
-0.000779271,0.020202707,-0.004153608,0.001879278,0.001802146,0.009231255,0.024299757,-0.003144754,-0.001464081,0.027585199
-0.007237195,-0.005730675,-0.001715336,-0.015131473,-0.018715886,-0.006692967,-0.0227729,-0.011800429,-0.001845114,0.007731473
-0.001768347,-0.03509132,0.008660882,-0.000371435,-0.00751884,-0.006540166,-0.006775358,-0.003288044,0.02363099,-0.045360699
0.002160889,-0.014992785,0.002961958,-0.013971358,-0.004934303,0.019446491,0.065095523,0.020978068,0.006315114,-0.039571994
0.01654217,-0.003025721,0.015666535,-0.003929065,0.009197323,0.019635056,0.056978231,0.022680033,0.021913417,-0.038498848
0.010941658,0.023953241,0.015017455,0.00548513,0.013511936,-0.001252172,-0.026700468,-0.001347958,0.006360323,0.010963987
-0.001337282,-0.017910927,-0.008341513,-0.005160488,-0.008857513,0.03171196,0.096026892,0.014516466,-0.001018651,0.012489143
-0.006136165,0.014947961,0,-0.001943191,0.002194046,0,0,0.01122621,0.014714911,0
0.008427554,0.011799547,0.011080576,-0.020788014,-0.006384001,-0.002536656,0.000696693,-0.005825901,-0.014861403,0.007792536
0.010246769,-0.00588237,0.012534821,0.000606263,0.002932159,-0.012609093,-0.02580885,0.020848099,0.012596374,0.008003932
0.005084278,0.01464155,-0.007778884,0.001486217,0.006027731,0.018169139,0.050590035,-0.013487511,-0.016951156,-0.042421916
0.000938703,-0.017595762,0.003385517,-0.005296085,-0.004535608,-0.019362094,-0.076782297,0.002128514,-0.004114394,0.028697526
0.013790752,0.017595762,0.007429581,-0.012467289,0.002194561,-0.004437851,0.001247443,-0.010943866,-0.028407484,-0.008776838
0.007376025,0.00290276,0.006717714,0.001007828,-0.017982614,-0.021279493,-0.04957206,-0.027177638,-0.010236798,0.002794325
-0.006081287,0.025752496,-0.008072853,-0.003026382,-0.005679497,-0.007341429,-0.035592884,-0.004158946,-0.021629585,-0.011785942
-0.011526434,-0.014224991,-0.009786693,0.015756701,-0.002781141,-0.012519725,-0.026786311,-0.021883161,-0.008423384,0.014883518
0.005593899,-0.023189445,0.004053273,0.012353678,0.002643118,0.009375069,0.037657753,0.024154334,0.013627654,-0.035483498
0.003897193,0,0.011127666,-0.010587173,0.006460785,0.02185712,0.030605017,-0.010250062,-0.002547912,0.026878289
0.003143784,-0.014771317,-0.016177357,-0.003368756,0.001793114,0.009297394,0.007271881,0.001349049,0.027770217,0.014977961
-0.012447908,0.023530497,0.002862033,0.00837416,-0.007933169,0.0177441,0.041307957,0.019279696,-0.047372474,-0.01592954
0.000560695,-0.00583092,0.013299997,-0.009814446,4.47E-05,-0.020815079,-0.059967232,-0.022176531,-0.008049892,0.023091612
0.012440974,0.014514043,0.006706052,-0.009576068,0.005543993,-0.008482904,-0.021916058,-0.017367611,-0.019721817,0.006685973
0.004970098,-0.002886005,-0.008715918,-0.001119541,0.002207407,-0.005922728,-0.046266483,-0.016431287,-0.013068114,-0.001506365
0.002933629,0,-0.013124623,-0.000672313,0.005077095,0.016362025,0.032411858,0.019321494,0,0.01409755
-0.009196313,0,-0.004382176,-0.000616881,-0.009303688,-0.004050309,0.002402954,0.001324877,0,-0.003124645
-0.013955013,0,-0.014911431,0.018116992,0.001651757,-0.021801457,-0.018124224,-0.023973799,0,0.069145067
-0.006579589,0.002886005,-0.002557363,0.000550945,0.000275558,-0.015069559,-0.0543317,0.018869543,0.001969468,0.018433702
0,0.014306396,-0.01108306,0.003131312,0.007191298,0.0108332,0.01490488,0,0.023608464,-0.006457511
0.002825127,-0.014306396,0.001398141,0.000384318,0.015760857,-0.008562618,0.021595455,0.026365898,-0.002526613,-0.017424466
-0.007741,-0.011594333,-0.01437966,0.013023084,-0.001315111,0.002686345,0.051929625,-0.022835584,-0.006369533,0.017259436
0.012057418,0,-0.000668193,0.004159998,0.007586669,-0.011196572,-0.032511805,0.01473059,-0.00758217,0.004879874
-0.006575881,0.011594333,-0.018278496,0.013123436,0.002744762,0.032734323,0.07689135,0.016977288,-0.011309289,-0.025458748
0,0.005747142,-0.003792798,-0.000159728,0.00056926,-0.003170106,-0.043720403,0,0.012385265,0.022230402
0,-0.005747142,0,0,0,-9.76E-05,-0.00053933,0,-0.037983713,0
-0.005292018,-0.017442303,-0.000283373,0.001117064,0.007574511,0.004940594,-0.021946719,-0.008175543,-0.006691935,-0.001403973
-0.004748798,0.00584797,0.008334212,0.009154142,0.001963306,-0.009856898,-0.036376715,0.002805763,0.006154085,-0.003953551
-0.006686432,-0.00584797,-0.001025573,0.005986773,0.001148288,0.028260265,0.051454638,0.001300089,-0.002060132,-0.00098595
0.002297531,0.045853304,-0.030601001,0.001256483,-0.005834266,0.032548196,0.096211576,-0.003845312,-0.072339845,-0.117335827
-0.007101076,0.011142177,0.011958517,-0.000627642,-0.00991529,-0.060045134,-0.103089792,-0.03194922,-0.004479379,0.052858899
0.00384468,-0.013947227,0.002795085,0.00245706,4.83E-05,-0.018338158,-0.022211881,0.000804452,-0.014835511,-0.010645324
0,-0.019858809,-0.010785512,0.005205077,-0.009961779,-0.022522989,-0.073103159,5.51E-05,0.015025528,-0.032821768
-0.008284413,-0.002869442,-0.013466661,-0.003276341,0.001777945,-0.002575666,-0.022523959,-0.009932159,-0.004693071,0.000958808
0.004054451,-0.011560822,0.006901433,-0.001146185,0.013293931,-0.007872101,-0.070784046,-0.000698178,0.017922341,0.030112379
0.004038079,0.008683123,0.013256482,0.000468227,0.0048523,0.009948089,0.048898173,0.01015347,0.001442816,0.006102231
-0.012163486,0.02279301,-0.008988443,0.006858295,-0.002571797,0.009348583,0.013914249,0.01562462,-0.011756404,-0.009897302
-0.006626413,0.002812941,0.002891896,-0.011455946,-0.00526474,-0.004936129,-0.00096969,-0.025857851,-0.006437792,0.012962438
0.015714748,0.013947227,0.013162526,0.001778823,0.008599824,-0.00749162,-0.010565749,0.012517536,-0.006391787,0.009252186
0.004609188,-0.016760169,0.006183691,0.00057557,0.021271811,0.004919216,-0.075747182,-0.022647108,0.018979094,0.003491759
0.006112722,0.008415197,0.007634892,-0.00135947,-0.026505564,0.007138822,0.034149823,-0.00596947,-0.005109526,-0.004266053
0.012678758,0.032970019,0.016561828,-0.002409987,-0.002229867,-0.013749866,-0.037799496,-0.02835457,-0.012887757,0.016387413
-0.008497832,0.01342302,0.000650301,0.014423692,-0.003828476,0.000523829,-0.037675715,-0.008504365,0.016178639,0.011076063
