A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
0.006298913,0.018975901,0.015897491,-0.005170465,0.001963916,0.004684838,-0.028512187,0.000747584,0.01046968,-0.001187508
0.005252537,0.022305758,-0.010320875,-0.003684977,-0.001146086,0.015815145,0.02914755,-0.002456114,0.006116662,-0.008979266
-0.009108453,0.01821544,-0.00679221,0.003797127,0.003606417,-0.012236011,-0.027801796,0.012474931,0.00200883,0.013260909
0.011523427,0.049305761,0.021827798,0.004337134,-0.007362907,-0.015093464,-0.064997536,-0.007903621,-0.00364394,0.009941988
0.002008033,0.020408872,0.001151628,-0.013631205,0.007445022,-0.008587457,-0.010141976,-0.008018596,-0.007426406,-0.008868706
-0.01454865,0.010050336,-0.029798647,-0.018392589,-0.006751044,0.012472773,0.064762443,-0.002027043,0.016466343,-0.006659556
-0.004487972,-0.033901552,0.014339861,0.010657596,-0.009377696,0.038153247,0.091020158,0.044213726,0.04304102,-0.054996279
-0.00574125,0,0.007141114,0.002490625,-0.006563116,0.010229945,0.012824857,-0.016192571,-0.014269685,-0.002241148
0,-0.010398707,-0.015105912,0.010292997,0.009112615,-0.003232935,-0.038096448,0,-0.009821926,0.009107838
0,0.003478264,0,0,0,0,0,0.003969683,0.002489327,0
-0.001852424,-0.087011377,-0.009997269,-0.009897931,-0.010116457,0.014991406,0.039824994,0.004057719,0.013383358,-0.006754501
-0.012855246,0.003780723,-0.008444159,0.006198454,0.001605203,-0.00213343,0.030502514,0.009620708,0.04301153,-0.000112189
-0.015350948,-0.030653741,-0.03080855,0.0132242,-0.004248167,0.026706184,0.07580542,0.019226258,-0.017398109,-0.002464987
-0.00297114,-0.011741818,-0.00776074,-0.00072134,0.008917879,0.008084703,0.022572287,0.013002053,-0.041339671,-0.007913991
0.010781206,0.023347364,0.017553556,-0.005282955,-0.005674157,-0.020186047,-0.047791354,-0.00370399,0.000177843,-0.007631514
-0.000841397,0.007662873,-0.009752235,0.006890152,-0.005001825,0.042752964,0.102727104,0.022548557,0.01041169,-0.001431324
-0.009090011,0.011385322,-0.000811919,-0.017993947,-0.005374088,-0.002905361,-0.0204354,0.008910553,0.008974072,-0.013659175
0.005717326,0.022388995,0.009760118,-0.005370778,-0.00412111,-0.034998444,-0.080670959,-0.047154987,0.01432053,-0.032775819
-0.011681135,-0.060855276,-0.011792804,0.002320752,0.008897437,-0.012540274,-0.03667915,-0.003150235,-0.004768384,-0.019038286
0.004476188,0.060855276,0.017087536,-0.002264893,0.01860304,0.010726704,0.006446925,-0.003427046,-0.005573797,0.028430008
-0.007685777,-0.018622512,-0.00607929,0.0081312,0.009763065,-0.004640984,-0.024693549,0.011161701,-0.051666111,-0.004548588
0.002995936,-0.074107972,0.008097535,0.010014963,-0.010859032,-0.024741464,-0.079980292,-0.01506157,0.009281977,0.005184922
-0.007506738,-0.075666333,-0.028489186,-0.003011751,-8.12E-05,0.02526185,0.034423609,0.027054517,-0.016289436,0.017983786
-0.008431571,-0.004376375,-0.011506371,-0.002627676,0.003783785,0.011219213,-0.01662999,0.031750445,0.047855908,0.000324097
-0.002608697,-0.068053463,-0.013618175,-0.010636618,-0.012636627,0.019713495,0.001831567,0.028744741,0.027665025,0.006939202
0.014049729,-0.018957914,0.005398322,0.015551799,0.008203465,-0.004071943,0.058596596,-0.04598701,-0.019260235,0.01612319
0.01024993,0.082615766,-0.002055068,0.005998302,0.00528844,-0.018086295,-0.005858051,-0.023646565,0.072217435,-0.024897552
-0.004684847,0,0.01033725,-0.005441696,0.00343208,-0.024371946,-0.06938054,0.015000386,0,-0.022396158
-0.002564652,-0.004415018,-0.009476963,-0.001504515,-0.005794994,0.017586109,0.049122212,-0.009515548,-0.003440069,-0.03002355
0.002778076,0.00881063,0.003684556,0.010981278,0.008788143,-0.019812854,-0.030138915,-0.017165827,0.006573519,-0.052239526
0.000426712,0.004376375,0.00915243,0.005663823,0.00745705,0.005854743,-0.027396427,0.003908856,0.025775272,0.013692145
0.0082847,0.030109801,0.021650256,0.00606903,0.00663931,-0.026301834,-0.025247608,-0.020313998,0.002019162,0.041417117
-0.003390552,0.008438869,-0.007729586,0.012944801,-0.003450566,0.014838266,0.062873335,-0.020541031,-0.029318842,-0.003585886
0.003178979,0.024897552,0.008539762,0.002847405,0.007161923,-0.044145899,-0.07581929,-0.022489778,-0.036822179,0.039106177
-0.003603608,-0.04184711,-0.006887122,5.44E-05,-0.000207992,-0.02507858,-0.066739947,-0.010993463,-0.001792831,0.033084098
0.008037268,-0.030371098,-0.000795375,-0.004948557,-0.000625574,0.00225622,-0.029526492,-0.004604019,-0.005779846,-0.007010654
-0.001053852,0.051513534,0.014602939,0.003337666,0.007164564,0.00644035,0.010028932,0.002925352,0.002845156,0.007230531
0.00168563,0.032924785,0.000803939,-0.001506115,-0.001680745,0.009932304,0.030636947,0.010828525,0.029236905,-0.003293087
-0.003585367,-0.004056801,-0.006449685,0.006971625,0.00029486,0.005833653,0.018610234,0.00927007,0.004910529,0.006597055
0.001899737,-0.01639381,-0.012574943,-0.006218851,0.015616794,-0.005688628,-0.045043672,0.005721791,-0.033668117,0.019718792
0.002947991,0.105773653,0.004086893,-0.01092299,-0.000682274,0.003446484,0.030804687,-0.015072291,-0.015793672,0.006207345
-0.000210283,0.025689486,0.010528228,-0.001034016,0.009078134,-0.016804827,-0.029024667,-0.003729637,-0.013592876,-0.032413597
0.015235607,0.025046032,0.016887832,-0.009845241,-0.004206741,-0.007706145,-0.065564963,0.008578204,-0.010759785,-0.049291072
-0.001450928,0.017513582,0.011971703,-0.00148466,0.002831165,0.01733278,0.020021373,0.010697392,-0.003392431,-0.009655892
0.00785128,0.010362787,0.01109357,-0.000550884,0.000429664,-0.005563597,0.011564329,-0.023369696,0.013119048,0.01824773
-0.00288541,-0.067521201,-0.00554115,0.004835118,-0.001931085,-0.00196188,-0.012769792,-0.015099976,-0.002041765,0.002106816
-0.006003537,0.021819047,-0.001229041,-0.003678517,0.008961732,-0.018682985,-0.017609064,-0.016025494,-0.011255434,0.006453342
-0.004578572,-0.018149319,-0.002345217,0.012899156,-0.004017816,-0.017618357,-0.05452156,-0.000485664,0.009767238,-0.002649851
0.002708053,0.025317808,0,-0.005336252,0.004881843,0.000107571,0,-0.004917577,-0.004251752,0
0.006428223,0,0.011864843,-0.013356677,-0.002507274,-0.019088354,-0.06920106,-0.010249168,-0.011463031,-0.033312126
-0.010597502,0.007117468,-0.002768824,0.016355675,-0.006803639,0.008091633,0.027892316,0.012276204,0.003256496,0.001229382
-0.000835946,-0.014285957,-0.01072135,0.002988058,-0.007482985,-0.002186424,0.04316809,-0.015358672,0.000704852,0.080555397
-0.004820296,0.031861102,0.012464861,0.00913123,-0.002297484,-0.008690684,-0.034907053,0.003944886,-0.011097021,0.104126709
0.001469508,0,-0.004656134,-0.005824623,0,0.011759103,0.011027632,0.005732769,0,-0.008594282
0.006690387,0.017271587,0.01083078,-0.006077263,0.012959309,-0.013426672,-0.040677495,-0.015112266,0.021430688,-0.012150818
-0.009210867,-0.003430535,0.002881293,0.01501658,0.000905448,-0.006262295,-0.022660471,0.002682572,-0.017188616,0.020128767
0.003778342,0.030459207,-0.00550086,-0.001233381,0.009045744,-0.008444509,-0.026043373,-0.01137926,0.007220373,-0.057000943
-0.00272737,-0.010050336,-0.002742479,0.009137241,0.000608934,-0.001507594,0.002404597,0.007990195,-0.008678981,0.000465712
0.005238357,0.039609138,-0.002362236,-0.007099945,-0.006633786,0.003573137,-0.001975917,-0.001388886,-0.023487236,0.023805036
0.000417886,-0.039609138,-0.013839633,0.007364747,0.003074362,-0.017622863,-0.053161154,-0.014309812,-0.005524848,0.050885381
0.002086812,0.006711435,0.004804072,-0.011013707,-0.008247462,0.005446859,0.005446,-0.007676073,-0.004633811,0.00251288
0.004160605,-0.003350087,0.022934834,-0.005878579,-0.003390122,-0.005636162,-0.035289712,0.006363698,0.001221531,-0.048975855
